"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","LD+%","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xBA","xSLG","xwOBA","L-WAR","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Tony Saunders","FLA","22","40","1","2","1","0","5.0%","47.5%",".081",".118",".081",".128",".162",".134","","-29","0.0","-6.5","4.4","-0.1","23","22","37","40","3","2","0","0","1","2","1","2","0","19","0","0","1","0","0","0",".081","","","","","","","","","","","5.0%","47.5%","0.11",".128",".162",".290",".081",".118","","","","","","","","",".134","-6.6","-2","-6.5","0.0","1.2","4.4","-0.8","-0.1","","1.1","-29","-0.84","-1.08","0.24","-9.47","-1.00","1.12","","0","-0.68","-0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","0.0","","23 - 23","-6.5","0.0","","","","","","","","55.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","55","289","37","38","53","39","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","22","40","1","2","1","0","5.0%","47.5%",".081",".118",".081",".128",".162",".134","","-29","0.0","-6.5","4.4","-0.1","1011463"
"Geremi Gonzalez","CHC","23","51","0","1","1","0","5.9%","23.5%",".000",".143",".100",".163",".100",".134","","-36","0.0","-8.8","5.6","-0.1","22","23","40","51","4","4","0","0","0","1","1","3","0","12","0","0","8","1","0","0",".100","","","","","","","","","","","5.9%","23.5%","0.25",".163",".100",".263",".000",".143","","","","","","","","",".134","-8.4","-2","-8.8","0.0","1.6","5.6","-1.5","-0.1","","0.4","-36","-0.65","-0.91","0.26","-8.43","-0.84","0.84","","0","-0.74","-0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","0.0","","22 - 22","-8.8","0.1","","","","","","","","29.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","64","143","48","24","0","47","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","23","51","0","1","1","0","5.9%","23.5%",".000",".143",".100",".163",".100",".134","","-36","0.0","-8.8","5.6","-0.1","1711"
"Ramon Garcia","HOU","42","45","0","2","5","0","0.0%","28.9%",".056",".167",".111",".132",".167",".133","","-28","0.0","-7.3","5.0","-0.1","27","42","36","45","4","2","2","0","0","2","5","0","0","13","1","1","7","0","0","0",".111","","","","","","","","","","","0.0%","28.9%","0.00",".132",".167",".298",".056",".167","","","","","","","","",".133","-7.5","-2","-7.3","0.0","1.4","5.0","-0.9","-0.1","","2.6","-28","-0.86","-0.98","0.12","-6.69","-0.65","1.00","","0","-0.60","-0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0","0.0","","27 - 27","-7.3","0.0","","","","","","","","28.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","0","176","38","39","36","55","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","42","45","0","2","5","0","0.0%","28.9%",".056",".167",".111",".132",".167",".133","","-28","0.0","-7.3","5.0","-0.1","1004511"
"Al Leiter","FLA","27","53","0","2","1","0","5.7%","47.2%",".000",".217",".104",".157",".104",".130","","-32","0.0","-8.9","5.9","-0.1","31","27","48","53","5","5","0","0","0","2","1","3","0","25","0","0","2","3","0","0",".104","","","","","","","","","","","5.7%","47.2%","0.12",".157",".104",".261",".000",".217","","","","","","","","",".130","-8.9","-2","-8.9","0.0","1.6","5.9","-1.3","-0.1","","1.1","-32","-1.04","-1.33","0.29","-11.70","-1.19","1.02","","0","-0.92","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","0.0","","31 - 31","-8.9","0.1","","","","","","","","52.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","62","287","46","25","0","72","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","27","53","0","2","1","0","5.7%","47.2%",".000",".217",".104",".157",".104",".130","","-32","0.0","-8.9","5.9","-0.1","883"
"Jason Schmidt","PIT","32","67","0","2","2","0","3.0%","38.8%",".036",".200",".107",".138",".143",".130","","-38","0.0","-11.7","7.4","-0.2","24","32","56","67","6","4","2","0","0","2","2","2","0","26","0","0","9","1","0","0",".107","","","","","","","","","","","3.0%","38.8%","0.08",".138",".143",".281",".036",".200","","","","","","","","",".130","-11.3","-3","-11.7","0.0","2.1","7.4","-2.1","-0.2","","1.1","-38","-0.64","-1.24","0.60","-8.85","-0.86","0.95","","0","-0.83","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","0.0","","24 - 24","-11.7","0.1","","","","","","","","41.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","33","236","40","34","23","66","","","","","","","","","","","","","","","","","","0","","","","","","-0.2","32","67","0","2","2","0","3.0%","38.8%",".036",".200",".107",".138",".143",".130","","-38","0.0","-11.7","7.4","-0.2","1131"
"Mark Leiter","PHI","31","63","0","2","4","0","3.2%","44.4%",".000",".261",".118",".151",".118",".129","","-38","0.0","-11.1","7.0","-0.2","34","31","51","63","6","6","0","0","0","2","4","2","0","28","0","0","10","0","0","0",".118","","","","","","","","","","","3.2%","44.4%","0.07",".151",".118",".269",".000",".261","","","","","","","","",".129","-10.7","-3","-11.1","0.0","1.9","7.0","-2.1","-0.2","","1.1","-38","-0.65","-1.08","0.43","-7.71","-0.81","0.92","","0","-0.88","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","0.0","","34 - 34","-11.1","0.1","","","","","","","","47.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","35","270","44","28","0","86","","","","","","","","","","","","","","","","","","0","","","","","","-0.2","31","63","0","2","4","0","3.2%","44.4%",".000",".261",".118",".151",".118",".129","","-38","0.0","-11.1","7.0","-0.2","1007501"
"Jose Silva","PIT","11","10","0","1","0","0","0.0%","40.0%",".000",".333",".143",".143",".143",".129","","-39","0.0","-1.8","1.1","0.0","23","11","7","10","1","1","0","0","0","1","0","0","0","4","0","0","3","0","0","0",".143","","","","","","","","","","","0.0%","40.0%","0.00",".143",".143",".286",".000",".333","","","","","","","","",".129","-1.7","0","-1.8","0.0","0.3","1.1","-0.3","0.0","","2.6","-39","-0.15","-0.17","0.02","-1.42","-0.14","0.92","","0","-0.15","-0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","0.0","","23 - 23","-1.8","0.0","","","","","","","","40.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","0","243","42","34","0","110","","","","","","","","","","","","","","","","","","0","","","","","","0.0","11","10","0","1","0","0","0.0%","40.0%",".000",".333",".143",".143",".143",".129","","-39","0.0","-1.8","1.1","0.0","354"
"Paul Byrd","ATL","31","9","0","0","1","0","0.0%","22.2%",".000",".200",".143",".143",".143",".129","","-36","0.0","-1.5","1.0","0.0","26","31","7","9","1","1","0","0","0","0","1","0","0","2","0","0","2","0","0","0",".143","","","","","","","","","","","0.0%","22.2%","0.00",".143",".143",".286",".000",".200","","","","","","","","",".129","-1.5","0","-1.5","0.0","0.3","1.0","-0.3","0.0","","0.1","-36","-0.14","-0.16","0.02","-1.19","-0.13","0.93","","0","-0.13","-0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","0.0","","26 - 26","-1.5","0.0","","","","","","","","22.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","0","135","42","34","0","66","","","","","","","","","","","","","","","","","","0","","","","","","0.0","31","9","0","0","1","0","0.0%","22.2%",".000",".200",".143",".143",".143",".129","","-36","0.0","-1.5","1.0","0.0","594"
"Darren Dreifort","LAD","48","7","0","0","0","0","0.0%","71.4%",".000",".500",".143",".143",".143",".129","","-30","0.0","-1.2","0.8","0.0","25","48","7","7","1","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0",".143","","","","","","","","","","","0.0%","71.4%","0.00",".143",".143",".286",".000",".500","","","","","","","","",".129","-1.2","0","-1.2","0.0","0.2","0.8","-0.2","0.0","","0.1","-30","-0.08","-0.09","0.01","-0.89","-0.10","0.53","","0","-0.09","-0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.0","","25 - 25","-1.2","0.0","","","","","","","","71.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","0","434","42","34","0","165","","","","","","","","","","","","","","","","","","0","","","","","","0.0","48","7","0","0","0","0","0.0%","71.4%",".000",".500",".143",".143",".143",".129","","-30","0.0","-1.2","0.8","0.0","647"
"Manny Aybar","STL","12","21","0","0","1","0","0.0%","42.9%",".000",".250",".143",".143",".143",".129","","-36","0.0","-3.6","2.3","-0.1","25","12","21","21","3","3","0","0","0","0","1","0","0","9","0","0","0","0","0","0",".143","","","","","","","","","","","0.0%","42.9%","0.00",".143",".143",".286",".000",".250","","","","","","","","",".129","-3.6","-1","-3.6","0.0","0.6","2.3","-0.6","-0.1","","0.1","-36","-0.33","-0.46","0.13","-2.77","-0.29","1.01","","0","-0.36","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","0.0","","25 - 25","-3.6","0.0","","","","","","","","42.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","0","260","42","34","0","82","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","12","21","0","0","1","0","0.0%","42.9%",".000",".250",".143",".143",".143",".129","","-36","0.0","-3.6","2.3","-0.1","1107"
"Marc Valdes","MON","48","20","0","0","1","0","5.0%","45.0%",".000",".200",".105",".150",".105",".126","","-39","0.0","-3.5","2.2","-0.1","25","48","19","20","2","2","0","0","0","0","1","1","0","9","0","0","0","0","0","0",".105","","","","","","","","","","","5.0%","45.0%","0.11",".150",".105",".255",".000",".200","","","","","","","","",".126","-3.4","-1","-3.5","0.0","0.6","2.2","-0.7","-0.1","","0.1","-39","-0.21","-0.33","0.12","-2.52","-0.27","0.85","","0","-0.30","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","0.0","","25 - 25","-3.5","0.0","","","","","","","","50.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","55","273","44","25","0","66","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","48","20","0","0","1","0","5.0%","45.0%",".000",".200",".105",".150",".105",".126","","-39","0.0","-3.5","2.2","-0.1","1013313"
"Sterling Hitchcock","SDP","32","61","0","4","1","0","4.9%","49.2%",".000",".250",".100",".151",".100",".125","","-33","-0.4","-10.7","6.8","-0.2","26","32","50","61","5","5","0","0","0","4","1","3","0","30","0","0","8","2","0","1",".100","","","","","","","","","","","4.9%","49.2%","0.10",".151",".100",".251",".000",".250","","","","","","","","",".125","-10.5","-3","-10.3","0.0","1.9","6.8","-2.0","-0.2","","3.8","-33","-0.88","-1.39","0.52","-11.53","-1.13","1.01","","0","-0.92","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","-0.4","","26 - 26","-10.7","0.1","","","","","","","","54.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","54","299","44","24","0","82","","","","","","","","","","","","","","","","","","0","","","","","","-0.2","32","61","0","4","1","0","4.9%","49.2%",".000",".250",".100",".151",".100",".125","","-33","-0.4","-10.7","6.8","-0.2","824"
"Scarborough Green","STL","20","33","0","5","1","0","6.1%","15.2%",".000",".115",".097",".152",".097",".125","","-39","0.0","-5.8","1.9","-0.3","23","20","31","33","3","3","0","0","0","5","1","2","0","5","0","0","0","0","0","0",".097","","","","","","","","","","","6.1%","15.2%","0.40",".152",".097",".248",".000",".115","","","","","","","","",".125","-5.7","-2","-5.8","2.0","1.0","-0.1","-2.8","-0.3","","2.6","-39","-0.67","-0.74","0.07","-5.73","-0.57","0.94","2.02","2","-0.57","-0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","0.0","","23 - 23","-5.8","0.0","","","","","","","","21.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","66","92","44","23","0","38","","","","","","","","","","","","","","","","","","0","","","","","","-0.3","20","33","0","5","1","0","6.1%","15.2%",".000",".115",".097",".152",".097",".125","","-39","0.0","-5.8","1.9","-0.3","1005011"
"Pedro Astacio","- - -","33","65","0","2","1","0","0.0%","36.9%",".019",".233",".130",".130",".148",".123","","-39","0.0","-11.4","7.2","-0.2","27","33","54","65","7","6","1","0","0","2","1","0","0","24","0","0","11","0","0","0",".130","","","","","","","","","","","0.0%","36.9%","0.00",".130",".148",".278",".019",".233","","","","","","","","",".123","-11.2","-3","-11.4","0.0","2.0","7.2","-2.1","-0.2","","1.3","-39","-1.01","-1.33","0.31","-10.72","-1.11","1.02","","0","-1.00","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","0.0","","27 - 27","-11.4","0.1","","","","","","","","36.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","0","224","38","35","12","77","","","","","","","","","","","","","","","","","","0","","","","","","-0.2","33","65","0","2","1","0","0.0%","36.9%",".019",".233",".130",".130",".148",".123","","-39","0.0","-11.4","7.2","-0.2","862"
"Mark Gardner","SFG","32","66","0","0","2","0","1.5%","45.5%",".000",".226",".115",".143",".115",".123","","-36","0.0","-11.4","7.3","-0.2","35","32","61","66","7","7","0","0","0","0","2","1","0","30","1","0","3","1","0","0",".115","","","","","","","","","","","1.5%","45.5%","0.03",".143",".115",".258",".000",".226","","","","","","","","",".123","-11.5","-3","-11.4","0.0","2.0","7.3","-2.0","-0.2","","0.1","-36","-0.74","-1.15","0.41","-10.01","-1.02","0.81","1.16","2","-1.11","0.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3","0.0","","35 - 35","-11.4","0.1","","","","","","","","47.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","17","276","42","27","0","74","","","","","","","","","","","","","","","","","","0","","","","","","-0.2","32","66","0","0","2","0","1.5%","45.5%",".000",".226",".115",".143",".115",".123","","-36","0.0","-11.4","7.3","-0.2","1004529"
"Francisco Cordova","PIT","29","68","0","2","0","0","5.9%","38.2%",".000",".167",".089",".150",".089",".123","","-43","0.0","-12.3","7.5","-0.3","25","29","56","68","5","5","0","0","0","2","0","4","0","26","0","0","8","0","0","0",".089","","","","","","","","","","","5.9%","38.2%","0.15",".150",".089",".239",".000",".167","","","","","","","","",".123","-11.9","-4","-12.3","0.0","2.1","7.5","-2.6","-0.3","","0.9","-43","-0.90","-1.29","0.40","-10.01","-1.02","0.92","","0","-1.02","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","0.0","","25 - 25","-12.3","0.1","","","","","","","","44.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","64","232","44","21","0","55","","","","","","","","","","","","","","","","","","0","","","","","","-0.3","29","68","0","2","0","0","5.9%","38.2%",".000",".167",".089",".150",".089",".123","","-43","0.0","-12.3","7.5","-0.3","1002623"
"Danny Darwin","- - -","31","19","0","0","2","0","0.0%","57.9%",".056",".286",".111",".111",".167",".120","","-39","0.0","-3.4","2.1","-0.1","41","31","18","19","2","1","1","0","0","0","2","0","0","11","0","0","1","0","0","0",".111","","","","","","","","","","","0.0%","57.9%","0.00",".111",".167",".278",".056",".286","","","","","","","","",".120","-3.5","-1","-3.4","0.0","0.6","2.1","-0.7","-0.1","","0.1","-39","-0.54","-0.65","0.10","-4.44","-0.44","1.30","","0","-0.37","-0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","0.0","","41 - 41","-3.4","0.0","","","","","","","","57.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","0","351","32","39","36","94","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","31","19","0","0","2","0","0.0%","57.9%",".056",".286",".111",".111",".167",".120","","-39","0.0","-3.4","2.1","-0.1","1002996"
"Danny Jackson","- - -","17","22","0","1","0","0","4.5%","36.4%",".000",".167",".100",".143",".100",".120","","-39","-0.4","-4.3","2.4","-0.1","35","17","20","22","2","2","0","0","0","1","0","1","0","8","0","0","1","0","0","1",".100","","","","","","","","","","","4.5%","36.4%","0.13",".143",".100",".243",".000",".167","","","","","","","","",".120","-3.9","-1","-3.9","0.0","0.7","2.4","-1.2","-0.1","","3.5","-39","-0.44","-0.50","0.06","-5.91","-0.59","0.94","","0","-0.44","-0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","-0.4","","35 - 35","-4.3","0.0","","","","","","","","40.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","50","221","42","24","0","55","","","","","","","","","","","","","","","","","","0","","","","","","-0.1","17","22","0","1","0","0","4.5%","36.4%",".000",".167",".100",".143",".100",".120","","-39","-0.4","-4.3","2.4","-0.1","1006295"
"Pat Rapp","- - -","27","51","1","3","2","0","0.0%","31.4%",".064",".133",".106",".106",".170",".119","","-33","0.0","-8.8","5.6","-0.2","29","27","47","51","5","4","0","0","1","3","2","0","0","16","0","0","4","0","0","0",".106","","","","","","","","","","","0.0%","31.4%","0.00",".106",".170",".277",".064",".133","","","","","","","","",".119","-8.9","-3","-8.8","0.0","1.6","5.6","-1.6","-0.2","","2.6","-33","-1.07","-1.26","0.18","-10.43","-1.03","1.06","","0","-0.80","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","0.0","","29 - 29","-8.8","0.1","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","0","191","31","40","41","44","","","","","","","","","","","","","","","","","","0","","","","","","-0.2","27","51","1","3","2","0","0.0%","31.4%",".064",".133",".106",".106",".170",".119","","-33","0.0","-8.8","5.6","-0.2","1010700"
