"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Ernie Camacho","HOU","0","3","1","13","0","17.2","6.62","6.11","0.51",".407","61.8%","","","","7.64","","4.07","","-0.1","33","0","3","7.64","13","0","0","0","1","","17.2","85","25","15","15","1","12","2","0","4","3","13","","","","","","","","","","","","6.62","6.11","1.08","12.74","0.51",".342","2.09",".407","61.8%","4.07","","","","","","","","","","","-1.2","17.2","-1.2","-0.1","","","","-1.79","-2.54","0.75","-8.20","-0.98","0.96","0.83","0.92","1.74","7","-0.74","-1.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5","229","123","","15.3%","14.1%","","","3.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.8","-0.6","0.0","-0.7","33 - 33","1.2%","","","","","","","4.37","30.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","205","57","152","77","141","166","149","86","102","179","","","","","","","","","","","","","","","","","","0","","","","1001856"
"Drew Hall","CHC","1","1","1","19","0","22.1","8.87","3.63","1.61",".328","52.6%","","","","7.66","","4.47","","-0.2","25","1","1","7.66","19","0","0","0","1","","22.1","103","26","20","19","4","9","2","1","0","0","22","","","","","","","","","","","","8.87","3.63","2.44","10.48","1.61",".280","1.57",".328","52.6%","4.47","","","","","","","","","","","-1.5","22.1","-1.5","-0.2","","","","-0.72","-1.65","0.93","-4.66","-0.47","0.61","0.79","0.92","1.10","11","-0.53","-0.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5","209","124","","21.4%","8.7%","","","3.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.9","-0.2","-0.5","-0.8","25 - 25","12.6%","","","","","","","3.00","34.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156","122","128","125","245","115","124","120","73","142","111","","","","","","","","","","","","","","","","","","0","","","","1005242"
"Steve Trout","SEA","4","7","0","15","13","56.1","2.24","4.95","0.96",".360","60.7%","","","","7.83","","5.57","","-0.2","30","4","7","7.83","15","13","0","0","0","","56.1","278","86","53","49","6","31","2","5","5","7","14","","","","","","","","","","","","2.24","4.95","0.45","13.74","0.96",".355","2.08",".360","60.7%","5.57","","","","","","","","","-2.3","54.1","0.2","2.0","-2.1","-0.2","","","","-2.00","-6.79","4.78","-23.82","-2.40","1.07","0.86","0.77","1.06","14","-2.32","0.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","190","135","","5.0%","11.2%","","","2.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.6","-1.2","-0.2","-1.3","30 - 30","-6.1%","","","","","","","5.25","18.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","155","26","154","113","140","154","128","85","35","134","","","","","","","","","","","","","","","","","","0","","","","1013197"
"Bob Sebra","PHI","1","2","0","3","3","11.1","5.56","7.94","0.00",".349","56.0%","","","","7.94","","4.18","","0.0","26","1","2","7.94","3","3","0","0","0","","11.1","60","15","11","10","0","10","0","0","0","1","7","","","","","","","","","","","","5.56","7.94","0.70","11.91","0.00",".300","2.21",".349","56.0%","4.18","","","","","","","","","0.4","11.1","","","0.4","0.0","","","","-0.42","-1.24","0.82","-4.97","-0.54","1.09","0.75","0.88","0.97","3","-0.40","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","224","119","","11.7%","16.7%","","","3.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","-0.3","-0.2","-0.5","26 - 26","-5.0%","","","","","","","5.11","28.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","266","37","142","0","124","175","127","78","77","211","","","","","","","","","","","","","","","","","","0","","","","1011709"
"Bob Tewksbury","CHC","0","0","0","1","1","3.1","2.70","5.40","2.70",".357","45.5%","","","","8.10","","7.87","","-0.1","27","0","0","8.10","1","1","0","0","0","","3.1","18","6","5","3","1","2","0","0","0","0","1","","","","","","","","","","","","2.70","5.40","0.50","16.20","2.70",".375","2.40",".357","45.5%","7.87","","","","","","","","","-1.1","3.1","","","-1.1","-0.1","","","","-0.11","-0.34","0.23","-2.35","-0.26","0.92","0.68","0.87","1.67","1","-0.23","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","221","219","","5.6%","11.1%","","","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","-0.1","-0.1","-0.1","27 - 27","-5.6%","","","","","","","5.18","22.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","181","26","193","410","155","190","130","63","37","141","","","","","","","","","","","","","","","","","","0","","","","1012941"
"Steve Curry","BOS","0","1","0","3","3","11.0","3.27","11.45","0.00",".366","65.5%","","","","8.18","","5.86","","-0.1","22","0","1","8.18","3","3","0","0","0","","11.0","59","15","10","10","0","14","2","0","2","1","4","","","","","","","","","","","","3.27","11.45","0.29","12.27","0.00",".333","2.64",".366","65.5%","5.86","","","","","","","","","-1.1","11.0","","","-1.1","-0.1","","","","-0.48","-1.26","0.77","-4.86","-0.48","1.01","0.83","0.87","1.53","3","-0.34","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","200","150","","6.8%","23.7%","","","2.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","-0.2","0.1","-0.2","22 - 22","-16.9%","","","","","","","6.55","30.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","357","17","138","0","131","196","130","92","47","284","","","","","","","","","","","","","","","","","","0","","","","1002895"
"Todd Frohwirth","PHI","1","2","0","12","0","12.0","8.25","8.25","1.50",".368","66.1%","","","","8.25","","5.85","","-0.3","25","1","2","8.25","12","0","0","0","0","","12.0","62","16","11","11","2","11","6","0","1","0","11","","","","","","","","","","","","8.25","8.25","1.00","12.00","1.50",".314","2.25",".368","66.1%","5.85","","","","","","","","","","","-2.9","12.0","-2.9","-0.3","","","","-1.02","-1.39","0.37","-7.08","-0.83","0.90","0.91","1.04","0.96","6","-0.50","-0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","233","167","","17.7%","17.7%","","","2.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","-0.3","0.0","-0.3","25 - 25","0.0%","","","","","","","4.51","38.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145","277","53","143","228","129","178","135","92","118","224","","","","","","","","","","","","","","","","","","0","","","","1004374"
"Carl Willis","CHW","0","0","0","6","0","12.0","4.50","5.25","2.25",".359","60.6%","","","","8.25","","6.77","","-0.5","27","0","0","8.25","6","0","0","0","0","","12.0","55","17","12","11","3","7","1","0","2","0","6","","","","","","","","","","","","4.50","5.25","0.86","12.75","2.25",".354","2.00",".359","60.6%","6.77","","","","","","","","","","","-4.5","12.0","-4.5","-0.5","","","","-0.72","-1.12","0.40","-5.55","-0.55","0.58","0.75","1.42","1.49","6","-1.00","-0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","207","175","","10.9%","12.7%","","","1.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.7","-0.2","0.0","-0.2","27 - 27","-1.8%","","","","","","","4.73","29.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","164","50","143","266","139","149","127","85","76","152","","","","","","","","","","","","","","","","","","0","","","","1013979"
"Salome Barojas","PHI","0","0","0","6","0","8.2","1.04","8.31","1.04",".207","44.1%","","","","8.31","","6.81","","-0.3","31","0","0","8.31","6","0","0","0","0","","8.2","39","7","9","8","1","8","0","0","0","2","1","","","","","","","","","","","","1.04","8.31","0.13","7.27","1.04",".226","1.73",".207","44.1%","6.81","","","","","","","","","","","-3.2","8.2","-3.2","-0.3","","","","-0.12","-0.45","0.34","-5.95","-0.63","0.62","0.91","1.14","0.70","4","-0.21","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","235","194","","2.6%","20.5%","","","1.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","0.2","-0.4","-0.2","31 - 31","-17.9%","","","","","","","6.67","25.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","279","7","87","158","93","137","76","61","17","259","","","","","","","","","","","","","","","","","","0","","","","1000584"
"John Pawlowski","CHW","1","0","0","6","0","14.0","6.43","1.93","1.29",".360","44.6%","","","","8.36","","3.84","","0.0","24","1","0","8.36","6","0","0","0","0","","14.0","65","20","14","13","2","3","0","0","1","2","10","","","","","","","","","","","","6.43","1.93","3.33","12.86","1.29",".323","1.64",".360","44.6%","3.84","","","","","","","","","","","0.2","14.0","0.2","0.0","","","","-0.14","-0.56","0.41","-7.29","-0.70","0.44","0.38","0.55","0.14","4","-0.31","-0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","210","100","","15.4%","4.6%","","","4.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.5","-0.3","-0.2","-0.5","24 - 24","10.8%","","","","","","","3.22","23.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","60","195","144","152","127","122","128","63","108","55","","","","","","","","","","","","","","","","","","0","","","","1010089"
"Bill Scherrer","- - -","0","1","0","12","0","10.2","5.06","4.22","1.69",".342","58.1%","","","","8.44","","5.49","","-0.2","30","0","1","8.44","12","0","0","0","0","","10.2","51","15","10","10","2","5","0","0","0","2","6","","","","","","","","","","","","5.06","4.22","1.20","12.66","1.69",".326","1.87",".342","58.1%","5.49","","","","","","","","","","","-1.6","10.2","-1.6","-0.2","","","","-0.39","-0.57","0.19","-6.29","-0.64","0.30","0.38","0.44","0.33","11","-0.42","-0.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","225","143","","11.8%","9.8%","","","2.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","-0.2","-0.1","-0.2","30 - 30","2.0%","","","","","","","4.28","25.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","136","67","146","199","131","143","123","81","80","120","","","","","","","","","","","","","","","","","","0","","","","1011552"
"Scott May","TEX","0","0","0","3","1","7.1","4.91","4.91","3.68",".227","64.1%","","","","8.59","","8.63","","-0.2","26","0","0","8.59","3","1","0","0","0","","7.1","33","8","7","7","3","4","1","0","0","0","4","","","","","","","","","","","","4.91","4.91","1.00","9.82","3.68",".276","1.64",".227","64.1%","8.63","","","","","","","","","-2.2","3.1","-0.6","4.0","-2.8","-0.2","","","","-0.38","-0.53","0.15","-3.34","-0.35","0.46","0.50","0.33","0.27","3","-0.64","-0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","214","218","","12.1%","12.1%","","","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","0.1","-0.1","0.0","26 - 26","0.0%","","","","","","","4.51","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","153","58","110","434","108","122","81","90","85","145","","","","","","","","","","","","","","","","","","0","","","","1008312"
"Dennis Powell","SEA","1","3","0","12","2","18.2","7.23","5.30","0.96",".415","56.1%","","","","8.68","","4.64","","0.0","24","1","3","8.68","12","2","0","0","0","","18.2","95","29","20","18","2","11","2","2","0","0","15","","","","","","","","","","","","7.23","5.30","1.36","13.98","0.96",".354","2.14",".415","56.1%","4.64","","","","","","","","","0.6","6.2","-0.6","12.0","0.0","0.0","","","","-0.88","-1.91","1.03","-10.16","-1.08","0.77","0.87","1.11","1.29","11","-0.77","-0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","211","113","","15.8%","11.6%","","","4.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.9","-0.6","-0.3","-0.9","24 - 24","4.2%","","","","","","","4.01","29.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","165","80","157","114","139","159","148","79","110","139","","","","","","","","","","","","","","","","","","0","","","","1010484"
"Dwayne Henry","TEX","0","1","1","11","0","10.1","8.71","7.84","0.87",".389","66.4%","","","","8.71","","5.58","","-0.2","26","0","1","8.71","11","0","0","0","1","","10.1","59","15","10","10","1","9","1","3","3","1","10","","","","","","","","","","","","8.71","7.84","1.11","13.06","0.87",".319","2.32",".389","66.4%","5.58","","","","","","","","","","","-2.0","10.1","-2.0","-0.2","","","","-0.91","-1.79","0.88","-7.28","-0.75","1.07","1.27","1.49","0.86","6","-0.53","-0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","217","141","","16.9%","15.3%","","","3.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","-0.3","-0.1","-0.4","26 - 26","1.7%","","","","","","","4.31","33.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","245","65","147","103","125","173","138","93","118","183","","","","","","","","","","","","","","","","","","0","","","","1005670"
"Scott McGregor","BAL","0","3","0","4","4","17.1","5.19","3.63","1.56",".387","53.7%","","","","8.83","","5.08","","0.0","34","0","3","8.83","4","4","0","0","0","","17.1","82","27","18","17","3","7","0","0","0","0","10","","","","","","","","","","","","5.19","3.63","1.43","14.02","1.56",".360","1.96",".387","53.7%","5.08","","","","","","","","","0.0","17.1","","","0.0","0.0","","","","-0.73","-2.27","1.54","-9.05","-0.94","1.17","1.10","0.86","0.95","4","-0.92","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","226","127","","12.2%","8.5%","","","3.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.7","-0.5","-0.2","-0.7","34 - 34","3.7%","","","","","","","4.08","24.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","113","83","158","184","141","146","137","75","85","102","","","","","","","","","","","","","","","","","","0","","","","1008546"
"Gary Eave","ATL","0","0","0","5","0","5.0","0.00","5.40","0.00",".333","50.0%","","","","9.00","","4.57","","0.0","24","0","0","9.00","5","0","0","0","0","","5.0","24","7","5","5","0","3","0","0","0","0","0","","","","","","","","","","","","0.00","5.40","0.00","12.60","0.00",".333","2.00",".333","50.0%","4.57","","","","","","","","","","","-0.3","5.0","-0.3","0.0","","","","-0.08","-0.12","0.05","-1.77","-0.19","0.18","0.17","0.20","0.21","1","-0.03","-0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","248","126","","0.0%","12.5%","","","4.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","-0.1","-0.1","-0.1","24 - 24","-12.5%","","","","","","","6.01","12.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","181","0","150","0","137","158","122","69","0","158","","","","","","","","","","","","","","","","","","0","","","","1003651"
"Danny Heep","LAD","0","0","0","1","0","2.0","0.00","0.00","4.50",".125","0.0%","","","","9.00","","9.27","","-0.1","30","0","0","9.00","1","0","0","0","0","","2.0","9","2","2","2","1","0","0","0","1","0","0","","","","","","","","","","","","0.00","0.00","0.00","9.00","4.50",".222","1.00",".125","0.0%","9.27","","","","","","","","","","","-0.7","2.0","-0.7","-0.1","","","","0.00","0.00","0.00","-1.14","-0.13","0.00","0.00","0.01","","0","-0.10","-0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","272","275","","0.0%","0.0%","","","-0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","0.1","-0.1","0.0","30 - 30","0.0%","","","","","","","4.51","11.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","107","683","92","79","46","0","0","0","","","","","","","","","","","","","","","","","","0","","","","1005576"
"Urbano Lugo","CAL","0","0","0","1","0","2.0","4.50","4.50","4.50",".167","62.5%","","","","9.00","","9.77","","-0.1","25","0","0","9.00","1","0","0","0","0","","2.0","9","2","2","2","1","1","0","0","0","0","1","","","","","","","","","","","","4.50","4.50","1.00","9.00","4.50",".250","1.50",".167","62.5%","9.77","","","","","","","","","","","-0.7","2.0","-0.7","-0.1","","","","-0.03","-0.06","0.02","-1.04","-0.11","0.17","0.17","0.14","0.06","1","-0.30","0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","231","243","","11.1%","11.1%","","","-0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","0.1","0.0","0.0","25 - 25","0.0%","","","","","","","4.51","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","140","58","101","531","98","112","59","88","78","133","","","","","","","","","","","","","","","","","","0","","","","1007823"
"John Trautwein","BOS","0","1","0","9","0","16.0","4.50","5.06","1.13",".414","57.2%","","","","9.00","","5.27","","-0.2","25","0","1","9.00","9","0","0","0","0","","16.0","78","26","17","16","2","9","0","1","1","0","8","","","","","","","","","","","","4.50","5.06","0.89","14.63","1.13",".382","2.19",".414","57.2%","5.27","","","","","","","","","","","-1.7","16.0","-1.7","-0.2","","","","-0.46","-0.83","0.37","-9.43","-0.97","0.31","0.34","0.52","0.12","5","-0.77","-0.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","220","135","","10.3%","11.5%","","","3.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","-0.6","0.1","-0.5","25 - 25","-1.3%","","","","","","","4.67","24.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","158","52","164","133","150","163","147","80","72","138","","","","","","","","","","","","","","","","","","0","","","","1013159"
"Chris Codiroli","CLE","0","4","1","14","2","19.1","5.59","4.66","0.93",".405","54.5%","","","","9.31","","4.89","","-0.2","30","0","4","9.31","14","2","0","0","1","","19.1","101","32","22","20","2","10","2","3","2","0","12","","","","","","","","","","","","5.59","4.66","1.20","14.90","0.93",".364","2.17",".405","54.5%","4.89","","","","","","","","","0.8","6.1","-2.3","13.0","-1.6","-0.2","","","","-1.53","-2.78","1.25","-13.39","-1.40","1.08","1.21","1.54","1.84","10","-0.96","-0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","231","124","","11.9%","9.9%","","","4.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.2","-0.7","-0.4","-1.0","30 - 30","2.0%","","","","","","","4.28","23.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","145","70","167","110","143","161","144","76","83","119","","","","","","","","","","","","","","","","","","0","","","","1002388"
