"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Lee Smith","BOS","4","5","29","64","0","83.2","10.33","3.98","0.75",".293","75.8%","","","","2.80","","2.92","","1.6","30","4","5","2.80","64","0","0","0","29","","83.2","363","72","34","26","7","37","6","1","2","0","96","","","","","","","","","","","","10.33","3.98","2.59","7.75","0.75",".222","1.30",".293","75.8%","2.92","","","","","","","","","","","15.5","83.2","15.5","1.6","","","","1.03","-10.74","11.77","11.92","1.19","1.91","1.69","1.85","1.58","7","0.97","-0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","12","69","76","","26.4%","10.2%","","","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","-0.2","0.0","-0.2","30 - 30","16.3%","","","","","","","2.56","38.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188","124","151","87","89","87","97","104","106","185","122","","","","","","","","","","","","","","","","","","0","","","","1012175"
"Cecilio Guante","- - -","5","6","12","63","0","79.2","7.34","2.94","1.24",".250","87.2%","","","","2.82","","4.10","","0.1","28","5","6","2.82","63","0","0","0","12","","79.2","331","67","26","25","11","26","4","5","0","3","65","","","","","","","","","","","","7.34","2.94","2.50","7.57","1.24",".223","1.17",".250","87.2%","4.10","","","","","","","","","","","0.6","79.2","0.6","0.1","","","","-2.05","-9.60","7.55","6.85","0.62","1.26","1.52","1.70","1.47","23","-0.41","-1.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","15","71","104","","19.6%","7.9%","","","-1.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","0.6","1.4","2.0","28 - 28","11.8%","","","","","","","3.10","30.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","92","146","85","147","88","87","89","122","137","94","","","","","","","","","","","","","","","","","","0","","","","1005113"
"Barry Jones","- - -","3","3","3","59","0","82.2","5.23","4.14","0.65",".260","80.9%","","","","2.83","","3.97","","-0.1","25","3","3","2.83","59","0","0","0","3","","82.2","347","72","28","26","6","38","7","1","13","2","48","","","","","","","","","","","","5.23","4.14","1.26","7.84","0.65",".234","1.33",".260","80.9%","3.97","","","","","","","","","","","-1.5","82.2","-1.5","-0.1","","","","0.93","-5.79","6.71","8.07","0.85","1.12","1.12","1.22","1.32","34","0.37","0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","9","80","108","","13.8%","11.0%","","","-1.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","0.4","1.0","1.4","25 - 25","2.9%","","","","","","","4.17","26.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","134","69","92","88","95","104","94","112","94","135","","","","","","","","","","","","","","","","","","0","","","","1006526"
"Greg Minton","CAL","4","5","7","44","0","79.0","5.24","3.87","0.11",".267","65.3%","","","","2.85","","3.17","","1.2","36","4","5","2.85","44","0","0","0","7","","79.0","331","67","37","25","1","34","10","3","4","1","46","","","","","","","","","","","","5.24","3.87","1.35","7.63","0.11",".228","1.28",".267","65.3%","3.17","","","","","","","","","","","10.8","79.0","10.8","1.2","","","","-0.70","-7.81","7.12","4.31","0.46","1.34","1.27","1.47","1.82","18","0.69","-1.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","11","73","80","","13.9%","10.3%","","","-0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.3","-1.1","-0.9","36 - 36","3.6%","","","","","","","4.08","24.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","121","79","86","13","89","95","95","92","97","123","","","","","","","","","","","","","","","","","","0","","","","1008986"
"Joe Hesketh","MON","4","3","9","60","0","72.2","7.93","4.33","0.12",".304","70.4%","","","","2.85","","2.63","","1.2","29","4","3","2.85","60","0","0","0","9","","72.2","304","63","30","23","1","35","9","0","5","1","64","","","","","","","","","","","","7.93","4.33","1.83","7.80","0.12",".234","1.35",".304","70.4%","2.63","","","","","","","","","","","10.1","72.2","10.1","1.2","","","","0.55","-6.89","7.43","2.28","0.24","1.41","1.37","1.41","2.43","37","0.17","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","11","82","75","","21.1%","11.5%","","","0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","-0.4","-0.4","-0.8","29 - 29","9.5%","","","","","","","3.37","32.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140","145","96","93","19","97","107","111","97","140","146","","","","","","","","","","","","","","","","","","0","","","","1005747"
"Dennis Cook","SFG","2","1","0","4","4","22.0","5.32","4.50","0.41",".131","64.5%","","","","2.86","","3.68","","0.2","25","2","1","2.86","4","4","1","1","0","","22.0","86","9","8","7","1","11","1","0","1","0","13","","","","","","","","","","","","5.32","4.50","1.18","3.68","0.41",".120","0.91",".131","64.5%","3.68","","","","","","","","","1.9","22.0","","","1.9","0.2","","","","0.35","-1.11","1.46","2.18","0.27","1.03","1.09","0.88","2.10","3","0.46","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","86","105","","15.1%","12.8%","","","-0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.8","-0.6","0.2","25 - 25","2.3%","","","","","","","4.24","29.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","151","62","44","62","49","72","48","89","100","162","","","","","","","","","","","","","","","","","","0","","","","8"
"Bob Ojeda","NYM","10","13","0","29","29","190.1","6.29","1.56","0.28",".264","64.8%","","","","2.88","","2.36","","5.1","30","10","13","2.88","29","29","5","5","0","","190.1","752","158","74","61","6","33","2","4","4","7","133","","","","","","","","","","","","6.29","1.56","4.03","7.47","0.28",".221","1.00",".264","64.8%","2.36","","","","","","","","","42.0","190.1","","","42.0","5.1","","","","0.66","-12.41","13.07","3.54","0.30","1.01","0.97","0.87","0.76","24","1.76","-1.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","88","68","","17.7%","4.4%","","","0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","0.4","-2.8","-2.4","30 - 30","13.3%","","","","","","","2.92","22.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","52","212","89","43","91","79","96","90","117","55","","","","","","","","","","","","","","","","","","0","","","","1009756"
"Greg Cadaret","OAK","5","2","3","58","0","71.2","8.04","4.52","0.25",".279","75.4%","","","","2.89","","2.89","","1.2","26","5","2","2.89","58","0","0","0","3","","71.2","311","60","26","23","2","36","1","1","5","3","64","","","","","","","","","","","","8.04","4.52","1.78","7.53","0.25",".219","1.34",".279","75.4%","2.89","","","","","","","","","","","11.7","71.2","11.7","1.2","","","","0.40","-6.69","7.09","8.53","0.87","1.36","1.44","1.66","2.16","42","0.03","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","16","77","77","","20.6%","11.6%","","","-0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","0.0","-0.1","0.0","26 - 26","9.0%","","","","","","","3.43","32.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146","141","104","85","30","86","100","99","106","144","139","","","","","","","","","","","","","","","","","","0","","","","1001810"
"Tim Belcher","LAD","12","6","4","36","27","179.2","7.61","2.55","0.40",".267","70.9%","","","","2.91","","2.54","","4.1","26","12","6","2.91","36","27","4","1","4","","179.2","719","143","65","58","8","51","7","2","4","0","152","","","","","","","","","","","","7.61","2.55","2.98","7.16","0.40",".215","1.08",".267","70.9%","2.54","","","","","","","","","32.0","161.2","2.5","18.0","34.5","4.1","","","","0.98","-10.56","11.54","12.37","1.38","0.92","0.88","0.92","1.34","27","2.75","-1.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","88","74","","21.1%","7.1%","","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","0.2","-1.3","-1.1","26 - 26","14.0%","","","","","","","2.83","29.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","86","157","85","61","89","86","97","98","140","90","","","","","","","","","","","","","","","","","","0","","","","1000789"
"Tom Henke","TOR","4","4","25","52","0","68.0","8.74","3.18","0.79",".289","81.2%","","","","2.91","","3.12","","1.0","30","4","4","2.91","52","0","0","0","25","","68.0","285","60","23","22","6","24","3","2","0","0","66","","","","","","","","","","","","8.74","3.18","2.75","7.94","0.79",".232","1.24",".289","81.2%","3.12","","","","","","","","","","","9.6","68.0","9.6","1.0","","","","0.99","-7.64","8.63","10.98","1.19","1.68","1.69","1.61","2.93","8","0.45","0.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","10","73","81","","23.2%","8.4%","","","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","-0.1","0.7","0.6","30 - 30","14.7%","","","","","","","2.75","33.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","99","160","89","94","91","92","103","114","162","101","","","","","","","","","","","","","","","","","","0","","","","1005649"
"Tim Leary","LAD","17","11","0","35","34","228.2","7.08","2.20","0.51",".278","71.9%","","","","2.91","","2.75","","4.7","29","17","11","2.91","35","34","9","6","0","","228.2","932","201","87","74","13","56","4","6","9","6","180","","","","","","","","","","","","7.08","2.20","3.21","7.91","0.51",".231","1.12",".278","71.9%","2.75","","","","","","","","","39.9","226.2","0.3","2.0","40.1","4.7","","","","2.25","-14.16","16.42","13.35","1.38","0.99","0.94","0.86","1.41","26","0.93","1.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","88","80","","19.3%","6.0%","","","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","-0.4","-0.9","-1.3","29 - 29","13.3%","","","","","","","2.92","26.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","74","168","94","78","95","89","101","100","128","76","","","","","","","","","","","","","","","","","","0","","","","1007438"
"Chuck Crim","MIL","7","6","9","70","0","105.0","4.97","2.40","0.94",".258","79.4%","","","","2.91","","3.88","","0.2","26","7","6","2.91","70","0","0","0","9","","105.0","425","95","38","34","11","28","3","2","9","2","58","","","","","","","","","","","","4.97","2.40","2.07","8.14","0.94",".241","1.17",".258","79.4%","3.88","","","","","","","","","","","2.3","105.0","2.3","0.2","","","","2.06","-6.57","8.63","16.90","1.75","1.12","1.18","1.20","1.57","46","0.62","1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","9","73","100","","13.6%","6.6%","","","-0.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","0.6","0.9","1.5","26 - 26","7.1%","","","","","","","3.67","22.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","75","121","91","111","94","87","92","111","95","79","","","","","","","","","","","","","","","","","","0","","","","1002768"
"Mike Scott","HOU","14","8","0","32","32","218.2","7.82","2.18","0.78",".236","75.9%","","","","2.92","","3.00","","3.5","33","14","8","2.92","32","32","8","5","0","","218.2","875","162","74","71","19","53","6","8","1","1","190","","","","","","","","","","","","7.82","2.18","3.58","6.67","0.78",".199","0.98",".236","75.9%","3.00","","","","","","","","","30.8","218.2","","","30.8","3.5","","","","2.86","-14.47","17.33","18.77","2.27","1.12","1.02","0.87","1.62","24","2.06","0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","88","90","","21.7%","6.1%","","","-0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","1.9","-0.9","1.0","33 - 33","15.7%","","","","","","","2.64","29.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138","73","188","80","119","82","78","86","105","144","77","","","","","","","","","","","","","","","","","","0","","","","1011691"
"Scott Terry","STL","9","6","3","51","11","129.1","4.52","2.37","0.35",".271","71.9%","","","","2.92","","3.05","","1.8","28","9","6","2.92","51","11","1","0","3","","129.1","524","119","48","42","5","34","6","0","1","2","65","","","","","","","","","","","","4.52","2.37","1.91","8.28","0.35",".243","1.18",".271","71.9%","3.05","","","","","","","","","15.5","75.0","-0.9","54.1","14.6","1.8","","","","0.04","-8.73","8.77","6.71","0.68","0.94","1.03","1.36","1.55","36","1.43","-1.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","83","88","","12.4%","6.5%","","","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","0.1","0.1","0.2","28 - 28","5.9%","","","","","","","3.80","19.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","79","100","99","53","100","94","99","100","82","82","","","","","","","","","","","","","","","","","","0","","","","1012930"
"Craig Lefferts","SFG","3","8","11","64","0","92.1","5.65","2.24","0.68",".245","73.7%","","","","2.92","","3.28","","0.6","30","3","8","2.92","64","0","0","0","11","","92.1","362","74","33","30","7","23","5","1","4","0","58","","","","","","","","","","","","5.65","2.24","2.52","7.21","0.68",".219","1.05",".245","73.7%","3.28","","","","","","","","","","","5.3","92.1","5.3","0.6","","","","2.93","-6.31","9.24","14.70","1.68","1.36","1.46","1.54","1.83","34","1.61","0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","11","88","94","","16.0%","6.4%","","","-0.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","0.8","-0.4","0.4","30 - 30","9.7%","","","","","","","3.35","24.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","75","132","86","104","90","83","90","102","106","80","","","","","","","","","","","","","","","","","","0","","","","1007476"
"Roger Clemens","BOS","18","12","0","35","35","264.0","9.92","2.11","0.58",".291","73.5%","","","","2.93","","2.17","","9.2","25","18","12","2.93","35","35","14","8","0","","264.0","1063","217","93","86","17","62","4","6","4","7","291","","","","","","","","","","","","9.92","2.11","4.69","7.40","0.58",".218","1.06",".291","73.5%","2.17","","","","","","","","","77.3","264.0","","","77.3","9.2","","","","4.90","-15.85","20.75","47.29","4.77","1.02","1.00","0.87","1.33","21","5.21","-0.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","72","57","","27.4%","5.8%","","","0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","-0.5","-1.2","-1.8","25 - 25","21.5%","","","","","","","1.93","34.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181","66","274","83","68","86","79","103","103","191","70","","","","","","","","","","","","","","","","","","0","","","","815"
"Paul Gibson","DET","4","2","0","40","1","92.0","4.89","3.33","0.59",".258","77.8%","","","","2.93","","3.70","","0.5","28","4","2","2.93","40","1","0","0","0","","92.0","390","83","33","30","6","34","8","2","3","1","50","","","","","","","","","","","","4.89","3.33","1.47","8.12","0.59",".234","1.27",".258","77.8%","3.70","","","","","","","","","1.8","7.0","3.0","85.0","4.7","0.5","","","","0.83","-2.58","3.42","6.80","0.86","0.48","0.57","0.85","0.60","22","0.29","1.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3","76","94","","12.8%","8.7%","","","-0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","0.5","0.2","0.8","28 - 28","4.1%","","","","","","","4.02","23.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","104","86","91","69","92","95","92","109","90","104","","","","","","","","","","","","","","","","","","0","","","","1004671"
"Larry Andersen","HOU","2","4","5","53","0","82.2","7.19","2.18","0.33",".304","74.9%","","","","2.94","","2.41","","1.4","35","2","4","2.94","53","0","0","0","5","","82.2","350","82","29","27","3","20","8","1","1","2","66","","","","","","","","","","","","7.19","2.18","3.30","8.93","0.33",".249","1.23",".304","74.9%","2.41","","","","","","","","","","","12.6","82.2","12.6","1.4","","","","0.17","-7.39","7.56","-0.51","-0.03","1.31","1.35","1.44","1.42","28","0.04","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","14","88","72","","18.9%","5.7%","","","0.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","-0.5","0.0","-0.5","35 - 35","13.1%","","","","","","","2.94","25.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","73","173","107","50","103","98","111","104","125","72","","","","","","","","","","","","","","","","","","0","","","","1000236"
"Jeff Robinson","DET","13","6","0","24","23","172.0","5.97","3.77","0.99",".208","79.7%","","","","2.98","","4.19","","1.6","26","13","6","2.98","24","23","6","2","0","","172.0","698","121","61","57","19","72","5","3","8","1","114","","","","","","","","","","","","5.97","3.77","1.58","6.33","0.99",".194","1.12",".208","79.7%","4.19","","","","","","","","","15.6","170.0","0.0","2.0","15.6","1.6","","","","1.74","-10.73","12.47","18.73","2.09","1.00","0.98","0.84","1.48","18","1.79","-0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","77","106","","16.3%","10.3%","","","-1.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","3.0","-0.1","2.9","26 - 26","6.0%","","","","","","","3.79","29.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","118","92","71","117","76","83","74","112","114","124","","","","","","","","","","","","","","","","","","0","","","","1011073"
"Jose Alvarez","ATL","5","6","3","60","0","102.1","7.12","4.66","0.62",".280","82.4%","","","","2.99","","3.80","","0.0","32","5","6","2.99","60","0","0","0","3","","102.1","436","88","34","34","7","53","12","6","4","1","81","","","","","","","","","","","","7.12","4.66","1.53","7.74","0.62",".233","1.38",".280","82.4%","3.80","","","","","","","","","","","0.4","102.1","0.4","0.0","","","","1.72","-5.65","7.37","14.42","1.57","0.95","1.01","1.16","1.06","37","0.44","1.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","9","83","105","","18.6%","12.2%","","","-0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","0.0","1.6","1.6","32 - 32","6.4%","","","","","","","3.74","32.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","156","80","92","93","96","109","102","114","123","154","","","","","","","","","","","","","","","","","","0","","","","1000195"
