"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","LD+%","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xBA","xSLG","xwOBA","L-WAR","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Steve Balboni","KCR","126","488","28","58","77","0","9.2%","28.5%",".253",".290",".244",".320",".498",".359","","122","0.0","12.8","-3.2","2.6","27","126","438","488","107","54","23","2","28","58","77","45","5","139","4","1","0","9","0","0",".244","","","","","","","","","","","9.2%","28.5%","0.32",".320",".498",".817",".253",".290","","","","","","","","",".359","15.5","70","12.8","4.0","14.1","-7.2","24.9","2.6","","2.0","122","2.84","-7.69","10.53","23.53","2.56","0.94","1.32","1","1.58","1.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.2","0.0","","27 - 27","12.8","1.2","","","","","","","","43.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","112","214","98","125","189","102","","","","","","","","","","","","","","","","","","0","","","","","","2.6","126","488","28","58","77","0","9.2%","28.5%",".253",".290",".244",".320",".498",".359","","122","0.0","12.8","-3.2","2.6","1000473"
"Tony Armas","BOS","157","679","43","107","123","1","4.7%","23.0%",".263",".286",".268",".300",".531",".359","","119","-1.0","13.7","-9.4","2.8","30","157","639","679","171","94","29","5","43","107","123","32","9","156","1","7","0","13","1","3",".268","","","","","","","","","","","4.7%","23.0%","0.21",".300",".531",".831",".263",".286","","","","","","","","",".359","21.4","97","14.7","-6.0","19.7","-3.4","25.6","2.8","","4.0","119","-1.18","-13.72","12.53","10.59","1.05","1.02","","0","1.20","-2.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.4","-1.0","","30 - 30","13.7","1.6","","","","","","","","34.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","57","172","92","133","196","100","","","","","","","","","","","","","","","","","","0","","","","","","2.8","157","679","43","107","123","1","4.7%","23.0%",".263",".286",".268",".300",".531",".359","","119","-1.0","13.7","-9.4","2.8","1000305"
"Dave Kingman","OAK","147","613","35","68","118","2","7.2%","19.4%",".237",".274",".268",".321",".505",".357","","126","0.0","18.8","-15.5","2.4","35","147","549","613","147","88","23","1","35","68","118","44","8","119","6","14","0","7","2","1",".268","","","","","","","","","","","7.2%","19.4%","0.37",".321",".505",".826",".237",".274","","","","","","","","",".357","18.7","87","18.8","0.0","17.8","-15.5","22.5","2.4","","2.2","126","1.18","-10.94","12.12","23.25","2.39","1.04","","0","1.50","-0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-15.5","0.0","","35 - 35","18.8","1.5","","","","","","","","32.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","87","146","98","127","177","96","","","","","","","","","","","","","","","","","","0","","","","","","2.4","147","613","35","68","118","2","7.2%","19.4%",".237",".274",".268",".321",".505",".357","","126","0.0","18.8","-15.5","2.4","1006939"
"Len Matuszek","PHI","101","309","12","40","43","4","12.6%","17.5%",".210",".265",".248",".350",".458",".357","","126","-0.4","8.5","2.0","2.1","29","101","262","309","65","35","17","1","12","40","43","39","4","54","4","4","0","7","4","3",".248","","","","","","","","","","","12.6%","17.5%","0.72",".350",".458",".808",".210",".265","","","","","","","","",".357","9.3","44","8.9","6.0","8.9","-4.0","20.5","2.1","","3.7","126","1.16","-6.18","7.34","8.26","0.76","1.13","2.15","29","1.29","-0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","-0.4","","29 - 29","8.5","1.1","","","","","","","","34.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","145","128","106","120","176","91","","","","","","","","","","","","","","","","","","0","","","","","","2.1","101","309","12","40","43","4","12.6%","17.5%",".210",".265",".248",".350",".458",".357","","126","-0.4","8.5","2.0","2.1","1008269"
"Robin Yount","MIL","160","702","16","105","80","14","9.5%","9.5%",".143",".309",".298",".362",".441",".356","","124","1.2","20.7","7.4","5.3","28","160","624","702","186","136","27","7","16","105","80","67","7","67","1","9","1","22","14","4",".298","","","","","","","","","","","9.5%","9.5%","1.00",".362",".441",".803",".143",".309","","","","","","","","",".356","21.0","99","19.6","5.0","20.3","2.4","50.1","5.3","","5.6","124","2.36","-11.89","14.25","24.23","2.69","1.02","","0","1.75","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","1.2","","28 - 28","20.7","1.7","","","","","","","","21.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","116","72","111","111","106","108","","","","","","","","","","","","","","","","","","0","","","","","","5.3","160","702","16","105","80","14","9.5%","9.5%",".143",".309",".298",".362",".441",".356","","124","1.2","20.7","7.4","5.3","1014396"
"Dan Driessen","- - -","132","447","16","47","60","2","12.1%","8.9%",".186",".262",".269",".354",".455",".356","","124","-0.4","11.7","-6.2","2.1","32","132","387","447","104","64","24","0","16","47","60","54","8","40","0","5","1","10","2","2",".269","","","","","","","","","","","12.1%","8.9%","1.35",".354",".455",".809",".186",".262","","","","","","","","",".356","13.2","63","12.1","0.0","12.9","-6.2","20.0","2.1","","1.7","124","1.44","-7.68","9.13","11.75","1.49","1.10","1.84","19","1.58","-0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.2","-0.4","","32 - 32","11.7","1.6","","","","","","","","24.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","139","66","108","119","156","90","","","","","","","","","","","","","","","","","","0","","","","","","2.1","132","447","16","47","60","2","12.1%","8.9%",".186",".262",".269",".354",".455",".356","","124","-0.4","11.7","-6.2","2.1","1003501"
"Mike Young","BAL","123","470","17","59","52","6","12.3%","23.4%",".180",".304",".252",".355",".431",".355","","122","0.4","12.3","-6.0","2.2","24","123","401","470","101","65","17","2","17","59","52","58","2","110","7","2","2","5","6","2",".252","","","","","","","","","","","12.3%","23.4%","0.53",".355",".431",".786",".180",".304","","","","","","","","",".355","13.6","66","12.0","-1.0","13.6","-5.0","21.1","2.2","","4.2","122","0.73","-7.81","8.54","13.61","1.45","1.02","1.49","9","0.48","0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.0","0.4","","24 - 24","12.3","1.1","","","","","","","","39.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","149","176","109","108","134","107","","","","","","","","","","","","","","","","","","0","","","","","","2.2","123","470","17","59","52","6","12.3%","23.4%",".180",".304",".252",".355",".431",".355","","122","0.4","12.3","-6.0","2.2","1014386"
"Luis Aguayo","PHI","58","80","3","15","11","0","10.0%","20.0%",".181",".321",".278",".350",".458",".354","","124","0.0","2.2","3.4","0.8","25","58","72","80","20","13","4","0","3","15","11","8","2","16","0","0","0","1","0","0",".278","","","","","","","","","","","10.0%","20.0%","0.50",".350",".458",".808",".181",".321","","","","","","","","",".354","2.3","11","2.2","3.0","2.3","0.4","8.2","0.8","","2.5","124","0.56","-1.08","1.65","5.48","0.63","0.97","0.97","19","0.52","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","0.0","","25 - 25","2.2","0.3","","","","","","","","33.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106","115","147","107","120","151","110","","","","","","","","","","","","","","","","","","0","","","","","","0.8","58","80","3","15","11","0","10.0%","20.0%",".181",".321",".278",".350",".458",".354","","124","0.0","2.2","3.4","0.8","1000085"
"George Vukovich","CLE","134","474","9","38","60","1","7.2%","12.9%",".135",".336",".304",".354",".439",".354","","118","-1.4","8.7","14.7","3.9","28","134","437","474","133","97","22","5","9","38","60","34","3","61","1","2","0","9","1","4",".304","","","","","","","","","","","7.2%","12.9%","0.56",".354",".439",".794",".135",".336","","","","","","","","",".354","13.3","66","10.1","20.0","13.7","-5.3","38.3","3.9","","3.0","118","-0.37","-9.18","8.81","2.12","0.22","1.06","1.56","15","0.12","-0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7","-1.4","","28 - 28","8.7","1.1","","","","","","","","21.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","87","97","109","110","101","118","","","","","","","","","","","","","","","","","","0","","","","","","3.9","134","474","9","38","60","1","7.2%","12.9%",".135",".336",".304",".354",".439",".354","","118","-1.4","8.7","14.7","3.9","1013462"
"Jim Wohlford","MON","95","228","5","20","29","3","6.1%","8.3%",".150",".311",".300",".342",".451",".354","","126","0.6","7.3","-2.0","1.4","33","95","213","228","64","44","13","2","5","20","29","14","0","19","0","1","0","1","3","0",".300","","","","","","","","","","","6.1%","8.3%","0.74",".342",".451",".793",".150",".311","","","","","","","","",".354","6.4","32","6.7","0.0","6.6","-2.0","12.7","1.4","","4.6","126","0.63","-4.16","4.79","9.35","1.09","1.14","1.72","41","1.20","-0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.0","0.6","","33 - 33","7.3","0.8","","","","","","","","16.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","71","61","104","118","126","107","","","","","","","","","","","","","","","","","","0","","","","","","1.4","95","228","5","20","29","3","6.1%","8.3%",".150",".311",".300",".342",".451",".354","","126","0.6","7.3","-2.0","1.4","1014179"
"Larry Parrish","TEX","156","664","22","72","101","2","6.3%","17.5%",".179",".320",".285",".336",".465",".353","","120","-1.2","14.0","-15.5","2.1","30","156","613","664","175","110","42","1","22","72","101","42","7","116","6","3","0","20","2","4",".285","","","","","","","","","","","6.3%","17.5%","0.36",".336",".465",".801",".179",".320","","","","","","","","",".353","18.4","93","15.2","-5.0","19.2","-10.5","19.3","2.1","","1.9","120","1.02","-12.41","13.43","16.84","1.74","1.10","1.14","1","1.24","-0.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-15.5","-1.2","","30 - 30","14.0","1.6","","","","","","","","27.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","77","131","103","117","134","112","","","","","","","","","","","","","","","","","","0","","","","","","2.1","156","664","22","72","101","2","6.3%","17.5%",".179",".320",".285",".336",".465",".353","","120","-1.2","14.0","-15.5","2.1","1010020"
"Wayne Gross","BAL","127","414","22","53","64","1","16.4%","16.7%",".225",".206",".216",".346",".442",".353","","121","-0.6","9.3","3.4","2.7","32","127","342","414","74","42","9","1","22","53","64","68","4","69","1","2","1","6","1","2",".216","","","","","","","","","","","16.4%","16.7%","0.99",".346",".442",".788",".225",".206","","","","","","","","",".353","11.4","58","9.9","3.0","12.0","0.4","25.7","2.7","","2.3","121","1.34","-6.85","8.19","14.60","1.55","1.03","1.90","16","1.29","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","-0.6","","32 - 32","9.3","1.0","","","","","","","","38.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","199","125","106","111","168","72","","","","","","","","","","","","","","","","","","0","","","","","","2.7","127","414","22","53","64","1","16.4%","16.7%",".225",".206",".216",".346",".442",".353","","121","-0.6","9.3","3.4","2.7","1005091"
"Willie Upshaw","TOR","152","635","19","79","84","10","8.7%","13.5%",".186",".298",".278",".345",".464",".353","","115","0.4","11.7","-7.2","2.6","27","152","569","635","158","99","31","9","19","79","84","55","14","86","5","3","3","8","10","4",".278","","","","","","","","","","","8.7%","13.5%","0.64",".345",".464",".809",".186",".298","","","","","","","","",".353","17.4","88","11.4","2.0","18.4","-9.2","24.5","2.6","","5.7","115","0.11","-11.98","12.09","9.13","0.88","1.09","","0","1.04","-0.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.2","0.4","","27 - 27","11.7","1.5","","","","","","","","25.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","105","102","106","117","139","104","","","","","","","","","","","","","","","","","","0","","","","","","2.6","152","635","19","79","84","10","8.7%","13.5%",".186",".298",".278",".345",".464",".353","","115","0.4","11.7","-7.2","2.6","1013293"
"Rich Gedman","BOS","133","486","24","54","72","0","6.0%","14.8%",".236",".271",".269",".312",".506",".353","","115","0.0","8.5","12.1","3.8","24","133","449","486","121","67","26","4","24","54","72","29","8","72","1","5","2","5","0","0",".269","","","","","","","","","","","6.0%","14.8%","0.40",".312",".506",".818",".236",".271","","","","","","","","",".353","13.3","68","8.5","5.0","14.1","7.1","35.8","3.8","","2.5","115","0.34","-7.59","7.93","5.04","0.34","0.89","1.53","17","0.18","0.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","0.0","","24 - 24","8.5","1.2","","","","","","","","25.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","72","111","96","127","176","95","","","","","","","","","","","","","","","","","","0","","","","","","3.8","133","486","24","54","72","0","6.0%","14.8%",".236",".271",".269",".312",".506",".353","","115","0.0","8.5","12.1","3.8","1004592"
"Gary Ward","TEX","155","659","21","97","79","7","8.3%","14.4%",".163",".308",".284",".343",".447",".353","","119","-0.6","14.2","10.4","4.7","30","155","602","659","171","122","21","7","21","97","79","55","3","95","0","1","1","22","7","5",".284","","","","","","","","","","","8.3%","14.4%","0.58",".343",".447",".790",".163",".308","","","","","","","","",".353","18.0","92","14.8","15.0","19.1","-4.6","45.3","4.7","","5.0","119","3.27","-11.36","14.62","19.00","2.07","1.03","0.87","4","1.99","1.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","-0.6","","30 - 30","14.2","1.6","","","","","","","","25.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","101","108","105","112","121","108","","","","","","","","","","","","","","","","","","0","","","","","","4.7","155","659","21","97","79","7","8.3%","14.4%",".163",".308",".284",".343",".447",".353","","119","-0.6","14.2","10.4","4.7","1013611"
"Biff Pocoroba","ATL","4","4","0","1","0","0","50.0%","0.0%",".000",".000",".000",".500",".000",".353","","118","0.0","0.1","0.0","0.0","30","4","2","4","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0",".000","","","","","","","","","","","50.0%","0.0%","2.00",".500",".000",".500",".000",".000","","","","","","","","",".353","0.1","1","0.1","","0.1","0.0","0.2","0.0","","2.6","118","0.07","-0.02","0.09","0.48","0.05","0.75","0.75","4","0.04","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","","30 - 30","0.1","0.0","","","","","","","","50.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","575","0","152","0","0","0","","","","","","","","","","","","","","","","","","0","","","","","","0.0","4","4","0","1","0","0","50.0%","0.0%",".000",".000",".000",".500",".000",".353","","118","0.0","0.1","0.0","0.0","1010403"
"Darryl Strawberry","NYM","147","602","26","75","97","27","12.5%","21.8%",".216",".285",".251",".343",".467",".353","","126","2.2","19.6","-10.7","3.1","22","147","522","602","131","74","27","4","26","75","97","75","15","131","0","4","1","8","27","8",".251","","","","","","","","","","","12.5%","21.8%","0.57",".343",".467",".810",".216",".285","","","","","","","","",".353","16.4","84","17.4","-5.0","17.4","-5.7","28.5","3.1","","5.9","126","1.76","-11.07","12.84","26.52","2.94","1.07","2.95","4","2.75","-1.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10.7","2.2","","22 - 22","19.6","2.1","","","","","","","","38.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","143","160","104","122","181","98","","","","","","","","","","","","","","","","","","0","","","","","","3.1","147","602","26","75","97","27","12.5%","21.8%",".216",".285",".251",".343",".467",".353","","126","2.2","19.6","-10.7","3.1","1012606"
"Thad Bosley","CHC","55","112","2","17","14","5","11.6%","19.6%",".122",".360",".296",".375",".418",".353","","116","0.6","2.6","-3.9","0.3","27","55","98","112","29","23","2","2","2","17","14","13","2","22","0","1","0","1","5","1",".296","","","","","","","","","","","11.6%","19.6%","0.59",".375",".418",".793",".122",".360","","","","","","","","",".353","3.1","16","2.0","-3.0","3.2","-0.9","2.4","0.3","","7.5","116","1.37","-1.48","2.86","8.42","0.81","1.05","1.28","30","0.43","0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.9","0.6","","27 - 27","2.6","0.4","","","","","","","","33.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","133","144","114","109","102","124","","","","","","","","","","","","","","","","","","0","","","","","","0.3","55","112","2","17","14","5","11.6%","19.6%",".122",".360",".296",".375",".418",".353","","116","0.6","2.6","-3.9","0.3","1001214"
"Carmen Castillo","CLE","87","237","10","36","36","1","8.9%","13.5%",".204",".262",".261",".329",".464",".352","","117","-1.0","3.8","-4.7","0.7","26","87","211","237","55","34","9","2","10","36","36","21","0","32","2","3","0","7","1","3",".261","","","","","","","","","","","8.9%","13.5%","0.66",".329",".464",".794",".204",".262","","","","","","","","",".352","6.4","33","4.8","-2.0","6.9","-2.7","6.5","0.7","","4.3","117","0.36","-4.09","4.46","6.41","0.59","1.06","2.43","22","0.72","-0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.7","-1.0","","26 - 26","3.8","0.6","","","","","","","","26.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","107","101","101","117","152","92","","","","","","","","","","","","","","","","","","0","","","","","","0.7","87","237","10","36","36","1","8.9%","13.5%",".204",".262",".261",".329",".464",".352","","117","-1.0","3.8","-4.7","0.7","1002059"
